fecha_venta,hora_venta,Producto,Valor_sugerido,venta_final,venta_inventario,valor_compra,contribucion,Comprador,fecha_ingreso_inventario,NOMBRE,sexo_producto,color_prenda,talla_prenda,proveedor,OBSERVACIONES
2022-12-01,1600,1508,,70000,75000,44800,25200,Mujer,2022-11-30,CHAQUETA MUJER 2 PIXEL,MUJER,NEGRO,XL,NODEK,
2022-12-01,1630,1509,,70000,75000,44800,25200,Mujer,2022-11-30,CHAQUETA MUJER 2 PIXEL,MUJER,BLANCO,L,NODEK,
2022-12-03,1300,1550,,60000,75000,42400,17600,Mujer,2022-12-02,CHAQUETA LEÑADORA CORTA AMER&CANOS,MUJER,AZUL,M,NODEK,
2022-12-03,1430,1389,,60000,70000,41000,19000,Mujer,2022-10-29,PRICENSA,MUJER,NEGRO,L,SAMALU,
2022-12-03,1630,1437,,70000,80000,49000,21000,Mujer,2022-10-29,GABAN SMOKING,MUJER,NEGRO,L,TOTAS,
2022-12-03,1700,1087,,75000,85000,50000,25000,Mujer,2022-07-04,GABAN CUADROS,MUJER,NEGRO-GRIS,L,TOTAS,
2022-12-03,1730,1376,,75000,85000,51000,24000,Mujer,2022-10-02,GABAN CUADROS,MUJER,NEGRO,L,TOTAS,
2022-12-05,1000,1506,,70000,75000,43600,26400,Mujer,2022-11-30,CHAQUETA MUJER 6 PIXEL,MUJER,NEGRO,XL,NODEK,
2022-12-05,1430,1374,,70000,80000,47000,23000,Hombre,2022-10-02,SIRIO,MUJER,CAMEL,U,TOTAS,
2022-12-05,1830,1250,,45000,50000,30000,15000,Mujer,2022-08-11,BUSO CUELLO,UNISEX,BEIGE,L,ETANOL CAMISAS,
2022-12-06,1030,1456,,30000,40000,20900,9100,Hombre,2022-11-04,BLUSA - CHAQUETA CREMALLERA,MUJER,ROSADO,U,NODEK,
2022-12-08,1400,1362,,45000,50000,27000,18000,Mujer,2022-10-02,CHALECO LOLA,MUJER,NEGRO,U,TOTAS,
2022-12-08,1430,1297,,60000,70000,40565,19435,Mujer,2022-09-08,CONCHA,MUJER,ROSA,U,TULCAN,
2022-12-08,1600,1504,,70000,75000,44800,25200,Mujer,2022-11-30,CHAQUETA MUJER 7 PIXEL,MUJER,ROJO,XL,NODEK,
2022-12-08,1630,1442,,65000,75000,41000,24000,Hombre,2022-10-29,SIENA,MUJER,NEGRO,M,TOTAS,
2022-12-08,1800,1099,,60000,70000,38000,22000,Hombre,2022-07-04,CHAQUETA SIGMA,HOMBRE,GRIS MEDIO,U,TOTAS,
2022-12-09,1200,1476,,70000,75000,41000,29000,Mujer,2022-11-15,SIENA,MUJER,GRIS CLARO,M,TOTAS,
2022-12-10,1130,1125,,60000,70000,38000,22000,Hombre,2022-07-04,CHAQUETA SIGMA,HOMBRE,AZUL,U,TOTAS,
2022-12-10,1700,1137,,60000,70000,38000,22000,Hombre,2022-07-15,TOSCANA,MUJER,BLANCO,S,TOTAS,
2022-12-10,1800,1486,,65000,75000,43000,22000,,2022-11-15,LUNA,MUJER,BLANCO,U,SAMALU,
2022-12-11,1000,1539,,55000,65000,36000,19000,Mujer,2022-12-02,BUSO TEJIDO AMARA MON,MUJER,NEGRO,U,NODEK,
2022-12-11,1100,1487,,65000,75000,43000,22000,Mujer,2022-11-15,LUNA,MUJER,BLANCO,U,SAMALU,
2022-12-11,1200,1280,,40000,50000,30000,10000,Mujer,2022-08-20,BUSO CUELLO,UNISEX,ROJO,S,ETANOL CAMISAS,
2022-12-11,1500,1519,,30000,40000,18800,11200,Hombre,2022-12-01,CHAQUETA ROMPEVIENTOS SENCILLA,UNISEX,AZUL,L,NODEK,
2022-12-11,1600,0117,,50000,60000,34000,16000,Mujer,2022-06-01,POLO REDONDO,HOMBRE,NEGRO,U,TOTAS,
2022-12-11,1700,1543,,30000,40000,18800,11200,Mujer,2022-12-02,CHAQUETA ROMPEVIENTOS SENCILLA,UNISEX,NEGRO,U,NODEK,
2022-12-11,1700,1523,,30000,40000,18800,11200,Mujer,2022-12-01,CHAQUETA ROMPEVIENTOS SENCILLA,UNISEX,NEGRO,U,NODEK,
2022-12-12,1130,1573,,40000,50000,24800,15200,Mujer,2022-12-11,SACO MARCADO 2 SENCILLO EXMANJEANS,HOMBRE,NEGRO,L,NODEK,
2022-12-12,1500,1478,,70000,70000,41000,29000,Mujer,2022-11-15,AMORE,MUJER,NEGRO,U,TOTAS,
2022-12-12,1630,1393,,50000,55000,30000,20000,Mujer,2022-10-29,3 BOTON,MUJER,GRIS,U,SAMALU,
2022-12-13,1430,1516,,60000,70000,39900,20100,Mujer,2022-11-30,CHAQUETA BEISBOLERA,HOMBRE,GRIS,M,NODEK,
2022-12-13,1830,1540,,55000,65000,36000,19000,Mujer,2022-12-02,BUSO TEJIDO AMARA MON,MUJER,BLANCO,U,NODEK,
2022-12-14,1230,1349,,65000,75000,41000,24000,Mujer,2022-10-02,SIENA,MUJER,CRUDO,M,TOTAS,
2022-12-14,1430,1140,,60000,70000,38000,22000,Mujer,2022-07-15,AMORE,MUJER,NEGRO,U,TOTAS,
2022-12-15,1230,0040,,60000,70000,40000,20000,Mujer,2022-06-01,MARA,MUJER,NEGRO,S,TOTAS,Estaba sin etiqueta
2022-12-15,1630,1301,,60000,70000,40565,19435,Mujer,2022-09-08,NURIJEF,MUJER,GRIS,U,TULCAN,
2022-12-15,1900,1221,,15000,18000,8300,6700,Mujer,2022-08-11,BASICA,MUJER,BEIGE,L,ETANOL CAMISAS,
2022-12-16,1030,1396,,45000,55000,30000,15000,Mujer,2022-10-29,3 BOTON,MUJER,NEGRO,U,SAMALU,
2022-12-16,1900,0008,,65000,75000,43000,22000,Hombre,2022-06-01,BLAZER,HOMBRE,GRIS,XL,TOTAS,
2022-12-17,1100,1406,,40000,50000,27000,13000,Mujer,2022-10-29,CHALECO LOLA,MUJER,CAMEL,U,TOTAS,
2022-12-17,1130,1444,,55000,65000,36000,19000,Mujer,2022-11-04,BUSO TEJIDO AMARA MON,MUJER,PALO ROSA,U,NODEK,
2022-12-17,1200,1436,,70000,80000,49000,21000,Mujer,2022-10-29,GABAN SMOKING,MUJER,NEGRO,M,TOTAS,
2022-12-17,1800,1488,,70000,75000,43000,27000,Mujer,2022-11-15,LUNA,MUJER,GRIS,U,SAMALU,
2022-12-18,1200,1567,,55000,65000,31800,23200,Mujer,2022-12-11,CHAQUETA BEISBOLERA,MUJER,NEGRO,L,NODEK,
2022-12-18,1330,1360,,75000,85000,49000,26000,Mujer,2022-10-02,GABAN MILITAR,MUJER,GRIS CLARO,L,TOTAS,
2022-12-18,1530,1402,,70000,75000,42000,28000,Mujer,2022-10-29,VIOLETA,MUJER,NARANJA,U,TOTAS,
2022-12-19,1200,1450,,65000,75000,43600,21400,Mujer,2022-11-04,CHAQUETA MUJER 6 PIXEL,MUJER,NEGRO,L,NODEK,
2022-12-19,1230,1541,,55000,65000,36000,19000,Mujer,2022-12-02,BUSO TEJIDO AMARA MON,MUJER,VERDE,U,NODEK,
2022-12-19,1300,1165,,55000,65000,34000,21000,Mujer,2022-08-06,512 - VESTIDO,MUJER,VERDE,U,PARADISE,
2022-12-19,1400,1441,,65000,75000,41000,24000,Mujer,2022-10-29,SIENA,MUJER,NEGRO,L,TOTAS,
2022-12-19,1500,1587,,70000,75000,43600,26400,Mujer,2022-12-15,CHAQUETA MUJER 6 PIXEL,MUJER,NEGRO,XL,NODEK,
2022-12-19,1700,1200,,15000,20000,13300,1700,Mujer,2022-08-11,BODY,MUJER,BLANCO,U,ETANOL CAMISAS,
2022-12-20,1000,1549,,40000,50000,24800,15200,Hombre,2022-12-02,SACO MARCADO 2 SENCILLO EXMANJEANS,HOMBRE,MORADO,L,NODEK,
2022-12-20,1200,0107,,65000,78000,46000,19000,Mujer,2022-06-01,CAP NOA,MUJER,GRIS NEGRO,U,TULCAN,
2022-12-20,1700,1464,,65000,75000,42000,23000,Mujer,2022-11-15,VIOLETA,MUJER,CRUDO,U,TOTAS,
2022-12-20,1800,1467,,65000,75000,42000,23000,Hombre,2022-11-15,LYRA,MUJER,GRIS,U,TOTAS,
2022-12-20,1830,1576,,70000,80000,47100,22900,Hombre,2022-12-11,CHAQUETA PUFFER IMPERMEABLE BICOLOR,HOMBRE,AZUL,L,NODEK,
2022-12-21,1200,1315,,60000,70000,38430,21570,Mujer,2022-09-08,CUELLO REDONDO,MUJER,GRIS,U,TULCAN,
2022-12-21,1200,1348,,65000,75000,41000,24000,Mujer,2022-10-02,SIENA,MUJER,CRUDO,L,TOTAS,
2022-12-21,1530,1082,,80000,95000,67000,13000,Hombre,2022-06-16,CHAQUETA,HOMBRE,NEGRO,XL,TEJIDOS RICHARDS,
2022-12-21,1600,1570,,60000,70000,39900,20100,Mujer,2022-12-11,CHAQUETA BEISBOLERA,HOMBRE,AZUL OSCURO,M,NODEK,
2022-12-21,1630,1333,,60000,70000,40565,19435,Mujer,2022-09-08,CANGURO,MUJER,ROSADO,U,TULCAN,
2022-12-21,1700,0051,,60000,72000,42667,17333,Mujer,2022-06-01,AJEDREZ,MUJER,VINOTINTO,U,TULCAN,
2022-12-21,1730,1178,,60000,70000,45000,15000,Hombre,2022-08-11,CHOMPA CIERRE,UNISEX,BLANCO,XL,ETANOL CAMISAS,
2022-12-21,1830,1542,,55000,65000,36000,19000,Mujer,2022-12-02,BUSO TEJIDO AMARA MON,MUJER,TERRACOTA,U,NODEK,
2022-12-21,1830,1385,,90000,100000,72000,18000,Mujer,2022-10-02,APLIQUE,HOMBRE,TABACO,M,TOTAS,
2022-12-22,1130,1234,,20000,25000,17500,2500,Mujer,2022-08-11,BASICA,HOMBRE,BLANCO,M,ETANOL CAMISAS,
2022-12-22,1130,1230,,20000,25000,17500,2500,Mujer,2022-08-11,BASICA,HOMBRE,NEGRO,M,ETANOL CAMISAS,
2022-12-22,1500,1583,,55000,65000,36000,19000,Mujer,2022-12-11,BUSO TEJIDO AMARA MON,MUJER,TERRACOTA,U,NODEK,
2022-12-22,1830,1581,,55000,65000,36000,19000,Mujer,2022-12-11,BUZO TEJIDO MAJO. MON,MUJER,VERDE,U,NODEK,
2022-12-23,1530,1355,,60000,70000,40000,20000,Hombre,2022-10-02,KABUL,HOMBRE,GRIS,U,TOTAS,
2022-12-23,1600,1039,,60000,65000,39000,21000,Mujer,2022-06-07,TOPACIO,MUJER,GRIS,M,TOTAS,
2022-12-23,1630,1457,,60000,70000,41000,19000,Mujer,2022-11-15,PETALO,MUJER,ROSADO,U,TOTAS,
2022-12-23,1730,0130,,55000,65000,37300,17700,Mujer,2022-06-01,ADARA,MUJER,CREMA,M,TOTAS,
2022-12-23,1500,1475,,65000,75000,41000,24000,Hombre,2022-11-15,SIENA,MUJER,GRIS CLARO,L,TOTAS,
2022-12-23,1600,1463,,65000,75000,42000,23000,Mujer,2022-11-15,VIOLETA,MUJER,CRUDO,U,TOTAS,
2022-12-23,1800,1468,,65000,75000,42000,23000,Mujer,2022-11-15,LYRA,MUJER,GRIS,U,TOTAS,
2022-12-24,1000,1588,,65000,75000,43600,21400,Mujer,2022-12-15,CHAQUETA MUJER 6 PIXEL,MUJER,NEGRO,L,NODEK,
2022-12-24,1030,1571,,40000,50000,24800,15200,Mujer,2022-12-11,SACO MARCADO 2 SENCILLO EXMANJEANS,HOMBRE,AMARILLO,XL,NODEK,
2022-12-24,1030,1572,,40000,50000,24800,15200,Mujer,2022-12-11,SACO MARCADO 2 SENCILLO EXMANJEANS,HOMBRE,NEGRO,XL,NODEK,
2022-12-24,1100,1129,,60000,65000,35000,25000,Mujer,2022-07-04,LISCIO,HOMBRE,NEGRO,U,TOTAS,
2022-12-24,1200,1445,,55000,65000,36000,19000,Mujer,2022-11-04,BUZO TEJIDO MAJO. MON,MUJER,ROSA GUAVA,U,NODEK,
2022-12-24,1330,1343,,50000,60000,32000,18000,Mujer,2022-10-02,POLO,HOMBRE,AZUL,S,TOTAS,
2022-12-24,1500,1227,,15000,20000,10800,4200,Mujer,2022-08-11,CUELLO V,HOMBRE,AZUL,M,ETANOL CAMISAS,
2022-12-24,1600,1404,,45000,50000,27000,18000,Mujer,2022-10-29,CHALECO LOLA,MUJER,AGUA MARINA,U,TOTAS,
2022-12-24,1430,1384,,50000,60000,33000,17000,Mujer,2022-10-02,GEMELO,MUJER,MENTA,U,TOTAS,
2022-12-24,1730,1272,,45000,50000,30000,15000,Mujer,2022-08-20,BUSO CUELLO,UNISEX,AZUL,M,ETANOL CAMISAS,
2022-12-24,1830,1313,,60000,70000,38430,21570,Mujer,2022-09-08,CUELLO REDONDO,MUJER,ROSADO,U,TULCAN,
2022-12-24,1830,1359,,75000,85000,49000,26000,Mujer,2022-10-02,GABAN MILITAR,MUJER,NEGRO,L,TOTAS,
2022-12-26,1100,1080,,60000,70000,42000,18000,Hombre,2022-06-16,CHALECO,HOMBRE,GRIS,L,TEJIDOS RICHARDS,
2022-12-26,1130,1538,,55000,65000,35300,19700,Mujer,2022-12-02,SACO TEJIDO MIA MON,MUJER,NEGRO,U,NODEK,
2022-12-26,1300,1246,,45000,50000,30000,15000,Hombre,2022-08-11,BUSO CUELLO,UNISEX,CIAN,M,ETANOL CAMISAS,
2022-12-26,1430,1499,,70000,80000,49000,21000,Mujer,2022-11-15,GABAN SMOKING,MUJER,NEGRO,S,TOTAS,
2022-12-26,1700,1248,,45000,50000,30000,15000,Hombre,2022-08-11,BUSO CUELLO,UNISEX,ROSADO,M,ETANOL CAMISAS,
2022-12-26,1800,0066,,60000,66000,38666,21334,Mujer,2022-06-01,BUZO RAYAS,MUJER,VERDE,U,TULCAN,
2022-12-27,,1350,,70000,75000,41000,29000,Mujer,2022-10-02,SIENA,MUJER,NEGRO,M,TOTAS,
2022-12-27,1430,1510,,70000,75000,44800,25200,Mujer,2022-11-30,CHAQUETA MUJER 2 PIXEL,MUJER,BLANCO,XL,NODEK,
2022-12-27,1600,1400,,70000,80000,47000,23000,Mujer,2022-10-29,SIRIO,MUJER,VERDE,U,TOTAS,
2022-12-28,1200,1515,,60000,70000,39900,20100,Hombre,2022-11-30,CHAQUETA BEISBOLERA,HOMBRE,AZUL,L,NODEK,
2022-12-28,1230,1270,,20000,25000,13800,6200,Hombre,2022-08-20,CAMIBUSO,HOMBRE,ROJO,XL,ETANOL CAMISAS,
2022-12-28,1230,1044,,20000,22000,10300,9700,Hombre,2022-06-16,BASICA,HOMBRE,GRIS,XL,ETANOL CAMISAS,
2022-12-28,1300,1544,,55000,65000,36000,19000,Mujer,2022-12-02,BUZO TEJIDO MAJO. MON,MUJER,ROJO,U,NODEK,
2022-12-28,1330,1205,,15000,18000,9300,5700,Mujer,2022-08-11,CAMISILLA,MUJER,ROJO,M,ETANOL CAMISAS,
2022-12-28,1330,1204,,15000,18000,9300,5700,Mujer,2022-08-11,CAMISILLA,MUJER,NEGRO,M,ETANOL CAMISAS,
2022-12-29,1000,1443,,55000,65000,36000,19000,Mujer,2022-11-04,BUSO TEJIDO AMARA MON,MUJER,GRIS,U,NODEK,
2022-12-29,1100,1351,,65000,75000,41000,24000,Mujer,2022-10-02,SIENA,MUJER,NEGRO,L,TOTAS,
2022-12-29,1400,1076,,18000,20000,9100,8900,Mujer,2022-06-16,BASICA,MUJER,AZUL,XL,ETANOL CAMISAS,
2022-12-29,1430,1065,,18000,20000,8300,9700,Mujer,2022-06-16,BASICA,MUJER,VERDE OSCURO,L,ETANOL CAMISAS,
2022-12-29,1430,1050,,18000,20000,8300,9700,Mujer,2022-06-16,BASICA,MUJER,VINO TINTO,L,ETANOL CAMISAS,
2022-12-29,1500,1134,,65000,70000,42000,23000,Hombre,2022-07-15,MAJO,MUJER,CRUDO,U,TOTAS,
2022-12-29,1530,1536,,55000,65000,35300,19700,Mujer,2022-12-02,SACO TEJIDO MIA MON,MUJER,VERDE,U,NODEK,
2022-12-29,1630,1473,,65000,75000,41000,24000,Mujer,2022-11-15,SIENA,MUJER,GRIS CLARO,L,TOTAS,
2022-12-29,,1092,,70000,70000,38000,32000,Mujer,2022-07-04,CHAQUETA SIGMA,HOMBRE,NEGRO,U,TOTAS,
2022-12-30,1100,1003,,60000,70000,38000,22000,Mujer,2022-06-07,AMORE,MUJER,ROSADO,U,TOTAS,
2022-12-30,1100,1599,,55000,65000,36600,18400,Mujer,2022-12-28,BUSO TEJIDO AMARA MON,MUJER,BLANCO NEGRO,U,NODEK,
2022-12-30,1200,1383,,50000,60000,33000,17000,Mujer,2022-10-02,GEMELO,MUJER,NEGRO,U,TOTAS,
2022-12-30,1200,1533,,55000,65000,36000,19000,Mujer,2022-12-02,BUZO TEJIDO FRIDA MON,MUJER,NEGRO,U,NODEK,
2022-12-30,1530,1610,,55000,65000,35624,19376,Mujer,2022-12-28,CAMISA LEÑADORA DAMA,MUJER,NEGRO BLANCO,L,NODEK,
2022-12-30,1530,1562,,55000,65000,35600,19400,Hombre,2022-12-02,CAMISA JEAN MANGA CORTA STREET,HOMBRE,AZUL,M,NODEK,
2022-12-30,1800,1507,,65000,75000,43600,21400,Mujer,2022-11-30,CHAQUETA MUJER 6 PIXEL,MUJER,NEGRO,XL,NODEK,
2022-12-31,1100,1399,,60000,70000,39000,21000,Mujer,2022-10-29,VANIZADO,MUJER,GRIS,U,SAMALU,
2022-12-31,1100,1592,,65000,75000,43127,21873,Mujer,2022-12-28,GABAN LUCY MON,MUJER,NEGRO,U,NODEK,
2022-12-31,1330,1332,,60000,70000,40565,19435,Mujer,2022-09-08,CANGURO,MUJER,GRIS OSCURO,U,TULCAN,
2022-12-31,1400,1311,,60000,70000,38430,21570,Mujer,2022-09-08,CUELLO REDONDO,MUJER,GRIS,U,TULCAN,
2022-12-31,1500,1607,,65000,75000,43127,21873,Mujer,2022-12-28,CHAQUETA LEÑADORA CORTA AMER&CANOS,MUJER,AZUL,XL,NODEK,
2022-12-31,1600,1266,,20000,25000,13800,6200,Mujer,2022-08-20,CAMIBUSO,HOMBRE,GRIS,S,ETANOL CAMISAS,
2022-12-31,1630,1580,,70000,80000,47100,22900,Mujer,2022-12-11,CHAQUETA MUJER 1 PIXEL,MUJER,NEGRO,XL,NODEK,
2022-12-31,1700,1579,,65000,75000,42400,22600,Mujer,2022-12-11,CHAQUETA LEÑADORA CORTA AMER&CANOS,MUJER,CAFE,M,NODEK,
2022-12-31,1800,0047,,65000,72000,42667,22333,Mujer,2022-06-01,PUNTEADO,MUJER,ROSADO,U,TULCAN,